id,solution_label,file_name,folder_name,date,Ag 328.068,Ag 338.289,Al 308.215,Al 396.152,As 188.980,As 234.984,B 249.678,B 249.772,Ba 455.403,Ba 493.408,Bi 223.061,Bi 306.771,Ca 317.933,Ca 396.847,Ca 422.673,Cd 214.439,Cd 226.502,Ce 418.659,Ce 446.021,Co 228.615,Co 230.786,Co 231.160,Cr 267.716,Cr 283.563,Cu 324.754,Cu 327.395,Fe 238.204,Fe 259.940,Ga 287.423,Ga 417.204,In 410.176,In 451.131,K 766.491,K 769.897,La 333.749,La 408.671,Li 610.365,Li 670.783,Mg 279.553,Mg 280.270,Mg 285.213,Mn 257.610,Mn 259.372,Mo 281.615,Mo 284.824,Na 568.821,Na 588.995,Na 589.592,Ni 230.299,Ni 231.604,P 213.618,P 214.914,Pb 220.353,Pb 405.781,S 180.669,S 181.972,Sb 206.834,Sb 217.582,Sc 357.253,Sc 361.383,Sn 189.925,Sn 283.998,Sr 407.771,Sr 421.552,Th 283.730,Th 335.123,Th 401.913,Ti 334.941,Ti 337.280,Tl 276.789,Tl 351.923,U 385.957,U 409.013,V 309.310,V 311.837,Y 360.074,Y 371.029,Y 377.433,Yb 328.937,Yb 369.419,Zn 202.548,Zn 213.857,Au 242.794_2,Au 242.794_1,Si 250.690,Si 251.432,Si 251.611,Si 288.158,Cu 213.598,Cu 224.700,Nb 309.417,Nb 313.078,Ta 263.558,Ta 268.517,W 207.912,W 209.475,Mo 202.032,Mo 204.598,Se 203.985,Se 196.026,Au 267.594_2,Pd 340.458,Pt 214.424,Au 267.594_1,Pd 360.955,Pt 306.471,Pt 299.796,Si 288.158_2,Si 288.158_1,Ni 221.648,Zn 213.857_1,Zn 334.502_1,Cr 357.868,Zn 213.857_2,Co 238.892,Cd 228.802,Al 394.401,Sb 231.146,Tl 190.794,Zn 334.502_2,Fe 239.563,Mg 279.800,P 178.222,Pb 280.199,Ga 294.363,In 230.606,V 292.401,Sn 242.950,Sr 216.596,Mn 294.921,Ti 336.122,Li 460.289,Bi 222.821,Zn 334.502
209,CRM BLANK  S,1404-02-01 OES 1014 1037.csv,oes 4ac,1404/02/01,-0.233463,2.1051,657.321,665.706,-0.0669047,45.7818,8.96753,15.0441,12.692,11.6487,123.688,88.1295,198.057,277.179,256.106,-4.79141,-8.89363,3.3743,0.927457,-4.6564,-4.73923,-3.94351,18.6721,23.0724,20.7499,17.7556,333.986,560.384,-6.50726,-16.3938,-9.72233,-80.2504,213.358,-141.687,1.61679,2.47156,34.0056,-2.12964,-2427.18,58.2681,62.3165,-3.53298,-4.26009,23.2292,23.8226,681.193,222.227,467.117,-5.63889,-6.02954,5.39956,51.1006,23.041,54.4606,356.355,516.122,-2.64993,1.59901,-0.0536725,0.0822375,1.36245,10.2028,-5.04847,-2.43447,1.33567,1.39105,5.50116,33.0715,30.8882,-54.7389,5.18922,1.77025,46.6649,1.78794,4.26024,0.0297912,0.140708,0.308839,0.11434,0.150544,-1.6587,-0.917863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,BLANK 2663,1404-02-01 OES 1014 1037.csv,oes 4ac,1404/02/01,-1.67845,1.12838,625.654,647.631,45.7161,18.5773,33.3155,36.3979,-6.66612,-7.45865,107.864,96.5506,275.727,370.142,339.725,-5.32134,-8.40782,3.84578,-1.89688,-3.72016,-6.46304,-3.1457,4.2663,9.20147,-3.90048,-5.23665,10.0092,266.838,-1.29748,-16.0794,-40.042,-58.4277,207.547,-31.5673,1.11871,1.92583,33.5625,0.271262,-2322.2,122.151,122.177,1.89109,1.25623,22.1337,21.994,851.877,126.573,387.248,-3.75174,-3.82998,38.4428,-39.445,68.506,64.3693,1337.95,1312.7,11.4107,4.82438,-0.21373,0.145287,18.8969,20.6367,-5.77664,-3.08842,3.48767,-0.597252,-1.23649,39.4127,37.1508,-32.2658,28.5004,2.92127,32.3772,1.72894,3.76335,6.03188e-05,0.280365,0.0878422,0.0859136,0.251898,-3.51885,-3.38483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,BLNK ZP V500 D25,1404-02-01 OES 1014 1037.csv,oes 4ac,1404/02/01,-307.865,-116.403,-5454.04,759.895,1639.03,2030.54,3245.05,3835.88,-2231.69,-2438.19,27567.5,22170.4,-14202.4,8586.19,5778.52,-1364.62,-1937.91,-192.723,-451.465,-914.126,-1372.95,-624.444,-3232.33,-1846.7,-1420.71,-1988.5,-69066.1,2809.53,-2379.97,-4902.35,-2447.7,-17960.7,-93.3122,-21228.8,200.567,513.556,8581.4,39.1153,-630937.0,-1759.77,-232.299,-2139.4,-2448.44,5283.31,5545.81,14524800.0,13812500.0,11528900.0,-1848.18,-3200.32,7341.86,-1082.98,40.0189,20082.4,2129.05,1828.49,-493.839,1540.95,454.567,441.357,6063.73,1071.13,-1929.0,-1290.82,1031.83,231.735,-726.828,488.254,-60.1579,-9317.44,-1705.15,-551.584,6506.71,438.462,966.905,0.77941,47.0807,16.8234,36.1946,43.0346,-2364.99,-2307.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,BLNK ZP V25 D25,1404-02-01 OES 1014 1037.csv,oes 4ac,1404/02/01,-271.958,301.346,-6126.18,-552.665,2529.8,1219.33,3109.0,3932.55,-2253.8,-2453.7,26878.5,23062.0,-15074.3,5771.25,4745.73,-1210.11,-2207.65,27.4773,-510.764,-457.379,-2044.85,-1487.61,-3172.99,-1875.23,-1553.06,-2088.89,-69590.5,2449.87,-2368.99,-4337.15,-11387.4,5991.09,813.438,62807.7,311.091,123.02,8301.68,-549.869,-631543.0,-2195.0,-373.728,-2149.19,-2407.62,5603.29,7804.91,14044900.0,13673100.0,11593300.0,-2336.28,-3322.17,57.9915,1476.09,2581.0,-2787.19,-11913.4,5794.44,122.215,1262.39,194.403,189.903,3376.68,13324.6,-1945.9,-1294.0,835.798,1427.45,-74.371,361.685,-61.5845,-4615.97,1437.96,-596.451,6177.94,474.265,1127.38,32.0366,23.4711,24.6636,15.9077,30.8801,-2672.57,-2413.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,BLNK NIT,1404-02-01 OES 1014 1037.csv,oes 4ac,1404/02/01,-0.835026,1.81528,-17.8341,7.53929,19.376,3.53225,2.55776,7.80695,-8.42985,-9.22893,116.955,96.071,138.028,220.424,203.125,-5.94707,-7.89758,-0.578187,1.59852,-1.85179,-6.7009,-1.37151,-0.660276,4.16815,-5.08701,-7.1639,-178.923,101.311,-0.542651,-13.2048,-23.4976,2294.5,-0.863894,-736.132,2.6561,3.5685,32.5585,-3.21573,-2494.61,12.2296,17.2361,-7.48349,-8.64274,22.0875,24.1977,1059.38,291.053,528.655,-2.29787,-6.43287,8.58208,49.0232,15.5677,100.519,186.346,118.968,16.3316,0.0646577,-0.0827708,1.59755,31.8426,6.12703,-7.04453,-4.40136,2.45211,-3.81135,1.17708,8.72133,6.65197,-32.2711,-5.20695,0.0655936,20.8743,2.42865,4.12989,1.41893,1.28954,1.3835,0.284698,0.222627,-5.80963,-4.80436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Blank,1404-02-01 OES 1036 1058 1060.csv,oes 4ac,1404/02/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,CRM BLANK  M,1404-02-01 OES 1036 1058 1060.csv,oes 4ac,1404/02/01,16.9889,21.6109,176.56,195.161,19.3215,53.7473,40.9091,44.6139,-1.64614,-2.50758,116.061,91.1745,829.502,829.507,815.24,-5.04227,-8.74658,6.13595,0.984589,-1.99453,-5.25922,-3.45626,11.6567,18.1154,-0.951195,-3.78461,193.145,427.753,-6.61656,4.39707,15.7035,-61.9098,95.6336,-250.446,1.10245,0.896607,33.687,0.383736,-2401.09,80.8241,84.0396,2.05328,1.59215,22.1974,24.6693,388.993,483.202,675.997,-3.77461,-0.951789,20.5634,59.8409,221.117,225.08,584.31,476.267,4.45976,0.535966,3.01882,3.44787,-0.262273,30.8666,-5.29837,-2.65006,6.68691,7.62207,0.562454,45.3805,42.2333,-39.0774,-26.9383,4.65451,26.543,2.01943,3.71581,0.443807,0.420659,0.236859,0.0570085,0.113621,11.679,9.4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,CRM BLANK  S,1404-02-01 OES 1036 1058 1060.csv,oes 4ac,1404/02/01,-0.233463,2.1051,657.321,665.706,-0.0669047,45.7818,8.96753,15.0441,12.692,11.6487,123.688,88.1295,198.057,277.179,256.106,-4.79141,-8.89363,3.3743,0.927457,-4.6564,-4.73923,-3.94351,18.6721,23.0724,20.7499,17.7556,333.986,560.384,-6.50726,-16.3938,-9.72233,-80.2504,213.358,-141.687,1.61679,2.47156,34.0056,-2.12964,-2427.18,58.2681,62.3165,-3.53298,-4.26009,23.2292,23.8226,681.193,222.227,467.117,-5.63889,-6.02954,5.39956,51.1006,23.041,54.4606,356.355,516.122,-2.64993,1.59901,-0.0536725,0.0822375,1.36245,10.2028,-5.04847,-2.43447,1.33567,1.39105,5.50116,33.0715,30.8882,-54.7389,5.18922,1.77025,46.6649,1.78794,4.26024,0.0297912,0.140708,0.308839,0.11434,0.150544,-1.6587,-0.917863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,BLANK 2663,1404-02-01 OES 1036 1058 1060.csv,oes 4ac,1404/02/01,-1.67845,1.12838,625.654,647.631,45.7161,18.5773,33.3155,36.3979,-6.66612,-7.45865,107.864,96.5506,275.727,370.142,339.725,-5.32134,-8.40782,3.84578,-1.89688,-3.72016,-6.46304,-3.1457,4.2663,9.20147,-3.90048,-5.23665,10.0092,266.838,-1.29748,-16.0794,-40.042,-58.4277,207.547,-31.5673,1.11871,1.92583,33.5625,0.271262,-2322.2,122.151,122.177,1.89109,1.25623,22.1337,21.994,851.877,126.573,387.248,-3.75174,-3.82998,38.4428,-39.445,68.506,64.3693,1337.95,1312.7,11.4107,4.82438,-0.21373,0.145287,18.8969,20.6367,-5.77664,-3.08842,3.48767,-0.597252,-1.23649,39.4127,37.1508,-32.2658,28.5004,2.92127,32.3772,1.72894,3.76335,6.03188e-05,0.280365,0.0878422,0.0859136,0.251898,-3.51885,-3.38483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,BLNK ZP V500 D25,1404-02-01 OES 1036 1058 1060.csv,oes 4ac,1404/02/01,-307.865,-116.403,-5454.04,759.895,1639.03,2030.54,3245.05,3835.88,-2231.69,-2438.19,27567.5,22170.4,-14202.4,8586.19,5778.52,-1364.62,-1937.91,-192.723,-451.465,-914.126,-1372.95,-624.444,-3232.33,-1846.7,-1420.71,-1988.5,-69066.1,2809.53,-2379.97,-4902.35,-2447.7,-17960.7,-93.3122,-21228.8,200.567,513.556,8581.4,39.1153,-630937.0,-1759.77,-232.299,-2139.4,-2448.44,5283.31,5545.81,14524800.0,13812500.0,11528900.0,-1848.18,-3200.32,7341.86,-1082.98,40.0189,20082.4,2129.05,1828.49,-493.839,1540.95,454.567,441.357,6063.73,1071.13,-1929.0,-1290.82,1031.83,231.735,-726.828,488.254,-60.1579,-9317.44,-1705.15,-551.584,6506.71,438.462,966.905,0.77941,47.0807,16.8234,36.1946,43.0346,-2364.99,-2307.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,BLNK ZP V25 D25,1404-02-01 OES 1036 1058 1060.csv,oes 4ac,1404/02/01,-271.958,301.346,-6126.18,-552.665,2529.8,1219.33,3109.0,3932.55,-2253.8,-2453.7,26878.5,23062.0,-15074.3,5771.25,4745.73,-1210.11,-2207.65,27.4773,-510.764,-457.379,-2044.85,-1487.61,-3172.99,-1875.23,-1553.06,-2088.89,-69590.5,2449.87,-2368.99,-4337.15,-11387.4,5991.09,813.438,62807.7,311.091,123.02,8301.68,-549.869,-631543.0,-2195.0,-373.728,-2149.19,-2407.62,5603.29,7804.91,14044900.0,13673100.0,11593300.0,-2336.28,-3322.17,57.9915,1476.09,2581.0,-2787.19,-11913.4,5794.44,122.215,1262.39,194.403,189.903,3376.68,13324.6,-1945.9,-1294.0,835.798,1427.45,-74.371,361.685,-61.5845,-4615.97,1437.96,-596.451,6177.94,474.265,1127.38,32.0366,23.4711,24.6636,15.9077,30.8801,-2672.57,-2413.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,BLNK NIT,1404-02-01 OES 1036 1058 1060.csv,oes 4ac,1404/02/01,-0.835026,1.81528,-17.8341,7.53929,19.376,3.53225,2.55776,7.80695,-8.42985,-9.22893,116.955,96.071,138.028,220.424,203.125,-5.94707,-7.89758,-0.578187,1.59852,-1.85179,-6.7009,-1.37151,-0.660276,4.16815,-5.08701,-7.1639,-178.923,101.311,-0.542651,-13.2048,-23.4976,2294.5,-0.863894,-736.132,2.6561,3.5685,32.5585,-3.21573,-2494.61,12.2296,17.2361,-7.48349,-8.64274,22.0875,24.1977,1059.38,291.053,528.655,-2.29787,-6.43287,8.58208,49.0232,15.5677,100.519,186.346,118.968,16.3316,0.0646577,-0.0827708,1.59755,31.8426,6.12703,-7.04453,-4.40136,2.45211,-3.81135,1.17708,8.72133,6.65197,-32.2711,-5.20695,0.0655936,20.8743,2.42865,4.12989,1.41893,1.28954,1.3835,0.284698,0.222627,-5.80963,-4.80436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Blank,1404-02-01 OES 1045 1046 1044 1064 RE(2605-2663-1022) 1049.csv,oes 4ac,1404/02/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,CRM BLANK  M,1404-02-01 OES 1045 1046 1044 1064 RE(2605-2663-1022) 1049.csv,oes 4ac,1404/02/01,16.9889,21.6109,176.56,195.161,19.3215,53.7473,40.9091,44.6139,-1.64614,-2.50758,116.061,91.1745,829.502,829.507,815.24,-5.04227,-8.74658,6.13595,0.984589,-1.99453,-5.25922,-3.45626,11.6567,18.1154,-0.951195,-3.78461,193.145,427.753,-6.61656,4.39707,15.7035,-61.9098,95.6336,-250.446,1.10245,0.896607,33.687,0.383736,-2401.09,80.8241,84.0396,2.05328,1.59215,22.1974,24.6693,388.993,483.202,675.997,-3.77461,-0.951789,20.5634,59.8409,221.117,225.08,584.31,476.267,4.45976,0.535966,3.01882,3.44787,-0.262273,30.8666,-5.29837,-2.65006,6.68691,7.62207,0.562454,45.3805,42.2333,-39.0774,-26.9383,4.65451,26.543,2.01943,3.71581,0.443807,0.420659,0.236859,0.0570085,0.113621,11.679,9.4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,CRM BLANK  S,1404-02-01 OES 1045 1046 1044 1064 RE(2605-2663-1022) 1049.csv,oes 4ac,1404/02/01,-0.233463,2.1051,657.321,665.706,-0.0669047,45.7818,8.96753,15.0441,12.692,11.6487,123.688,88.1295,198.057,277.179,256.106,-4.79141,-8.89363,3.3743,0.927457,-4.6564,-4.73923,-3.94351,18.6721,23.0724,20.7499,17.7556,333.986,560.384,-6.50726,-16.3938,-9.72233,-80.2504,213.358,-141.687,1.61679,2.47156,34.0056,-2.12964,-2427.18,58.2681,62.3165,-3.53298,-4.26009,23.2292,23.8226,681.193,222.227,467.117,-5.63889,-6.02954,5.39956,51.1006,23.041,54.4606,356.355,516.122,-2.64993,1.59901,-0.0536725,0.0822375,1.36245,10.2028,-5.04847,-2.43447,1.33567,1.39105,5.50116,33.0715,30.8882,-54.7389,5.18922,1.77025,46.6649,1.78794,4.26024,0.0297912,0.140708,0.308839,0.11434,0.150544,-1.6587,-0.917863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,BLANK 2663,1404-02-01 OES 1045 1046 1044 1064 RE(2605-2663-1022) 1049.csv,oes 4ac,1404/02/01,-1.67845,1.12838,625.654,647.631,45.7161,18.5773,33.3155,36.3979,-6.66612,-7.45865,107.864,96.5506,275.727,370.142,339.725,-5.32134,-8.40782,3.84578,-1.89688,-3.72016,-6.46304,-3.1457,4.2663,9.20147,-3.90048,-5.23665,10.0092,266.838,-1.29748,-16.0794,-40.042,-58.4277,207.547,-31.5673,1.11871,1.92583,33.5625,0.271262,-2322.2,122.151,122.177,1.89109,1.25623,22.1337,21.994,851.877,126.573,387.248,-3.75174,-3.82998,38.4428,-39.445,68.506,64.3693,1337.95,1312.7,11.4107,4.82438,-0.21373,0.145287,18.8969,20.6367,-5.77664,-3.08842,3.48767,-0.597252,-1.23649,39.4127,37.1508,-32.2658,28.5004,2.92127,32.3772,1.72894,3.76335,6.03188e-05,0.280365,0.0878422,0.0859136,0.251898,-3.51885,-3.38483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,BLNK ZP V500 D25,1404-02-01 OES 1045 1046 1044 1064 RE(2605-2663-1022) 1049.csv,oes 4ac,1404/02/01,-307.865,-116.403,-5454.04,759.895,1639.03,2030.54,3245.05,3835.88,-2231.69,-2438.19,27567.5,22170.4,-14202.4,8586.19,5778.52,-1364.62,-1937.91,-192.723,-451.465,-914.126,-1372.95,-624.444,-3232.33,-1846.7,-1420.71,-1988.5,-69066.1,2809.53,-2379.97,-4902.35,-2447.7,-17960.7,-93.3122,-21228.8,200.567,513.556,8581.4,39.1153,-630937.0,-1759.77,-232.299,-2139.4,-2448.44,5283.31,5545.81,14524800.0,13812500.0,11528900.0,-1848.18,-3200.32,7341.86,-1082.98,40.0189,20082.4,2129.05,1828.49,-493.839,1540.95,454.567,441.357,6063.73,1071.13,-1929.0,-1290.82,1031.83,231.735,-726.828,488.254,-60.1579,-9317.44,-1705.15,-551.584,6506.71,438.462,966.905,0.77941,47.0807,16.8234,36.1946,43.0346,-2364.99,-2307.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,BLNK ZP V25 D25,1404-02-01 OES 1045 1046 1044 1064 RE(2605-2663-1022) 1049.csv,oes 4ac,1404/02/01,-271.958,301.346,-6126.18,-552.665,2529.8,1219.33,3109.0,3932.55,-2253.8,-2453.7,26878.5,23062.0,-15074.3,5771.25,4745.73,-1210.11,-2207.65,27.4773,-510.764,-457.379,-2044.85,-1487.61,-3172.99,-1875.23,-1553.06,-2088.89,-69590.5,2449.87,-2368.99,-4337.15,-11387.4,5991.09,813.438,62807.7,311.091,123.02,8301.68,-549.869,-631543.0,-2195.0,-373.728,-2149.19,-2407.62,5603.29,7804.91,14044900.0,13673100.0,11593300.0,-2336.28,-3322.17,57.9915,1476.09,2581.0,-2787.19,-11913.4,5794.44,122.215,1262.39,194.403,189.903,3376.68,13324.6,-1945.9,-1294.0,835.798,1427.45,-74.371,361.685,-61.5845,-4615.97,1437.96,-596.451,6177.94,474.265,1127.38,32.0366,23.4711,24.6636,15.9077,30.8801,-2672.57,-2413.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,BLNK NIT,1404-02-01 OES 1045 1046 1044 1064 RE(2605-2663-1022) 1049.csv,oes 4ac,1404/02/01,-0.835026,1.81528,-17.8341,7.53929,19.376,3.53225,2.55776,7.80695,-8.42985,-9.22893,116.955,96.071,138.028,220.424,203.125,-5.94707,-7.89758,-0.578187,1.59852,-1.85179,-6.7009,-1.37151,-0.660276,4.16815,-5.08701,-7.1639,-178.923,101.311,-0.542651,-13.2048,-23.4976,2294.5,-0.863894,-736.132,2.6561,3.5685,32.5585,-3.21573,-2494.61,12.2296,17.2361,-7.48349,-8.64274,22.0875,24.1977,1059.38,291.053,528.655,-2.29787,-6.43287,8.58208,49.0232,15.5677,100.519,186.346,118.968,16.3316,0.0646577,-0.0827708,1.59755,31.8426,6.12703,-7.04453,-4.40136,2.45211,-3.81135,1.17708,8.72133,6.65197,-32.2711,-5.20695,0.0655936,20.8743,2.42865,4.12989,1.41893,1.28954,1.3835,0.284698,0.222627,-5.80963,-4.80436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Blank,1404-02-01 OES 1077 1045 1070 1071 1069 1066 1065 1050 1055 1062 10571048.csv,oes 4ac,1404/02/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,CRM BLANK  M,1404-02-01 OES 1077 1045 1070 1071 1069 1066 1065 1050 1055 1062 10571048.csv,oes 4ac,1404/02/01,16.9889,21.6109,176.56,195.161,19.3215,53.7473,40.9091,44.6139,-1.64614,-2.50758,116.061,91.1745,829.502,829.507,815.24,-5.04227,-8.74658,6.13595,0.984589,-1.99453,-5.25922,-3.45626,11.6567,18.1154,-0.951195,-3.78461,193.145,427.753,-6.61656,4.39707,15.7035,-61.9098,95.6336,-250.446,1.10245,0.896607,33.687,0.383736,-2401.09,80.8241,84.0396,2.05328,1.59215,22.1974,24.6693,388.993,483.202,675.997,-3.77461,-0.951789,20.5634,59.8409,221.117,225.08,584.31,476.267,4.45976,0.535966,3.01882,3.44787,-0.262273,30.8666,-5.29837,-2.65006,6.68691,7.62207,0.562454,45.3805,42.2333,-39.0774,-26.9383,4.65451,26.543,2.01943,3.71581,0.443807,0.420659,0.236859,0.0570085,0.113621,11.679,9.4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,CRM BLANK  S,1404-02-01 OES 1077 1045 1070 1071 1069 1066 1065 1050 1055 1062 10571048.csv,oes 4ac,1404/02/01,-0.233463,2.1051,657.321,665.706,-0.0669047,45.7818,8.96753,15.0441,12.692,11.6487,123.688,88.1295,198.057,277.179,256.106,-4.79141,-8.89363,3.3743,0.927457,-4.6564,-4.73923,-3.94351,18.6721,23.0724,20.7499,17.7556,333.986,560.384,-6.50726,-16.3938,-9.72233,-80.2504,213.358,-141.687,1.61679,2.47156,34.0056,-2.12964,-2427.18,58.2681,62.3165,-3.53298,-4.26009,23.2292,23.8226,681.193,222.227,467.117,-5.63889,-6.02954,5.39956,51.1006,23.041,54.4606,356.355,516.122,-2.64993,1.59901,-0.0536725,0.0822375,1.36245,10.2028,-5.04847,-2.43447,1.33567,1.39105,5.50116,33.0715,30.8882,-54.7389,5.18922,1.77025,46.6649,1.78794,4.26024,0.0297912,0.140708,0.308839,0.11434,0.150544,-1.6587,-0.917863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,BLANK 2663,1404-02-01 OES 1077 1045 1070 1071 1069 1066 1065 1050 1055 1062 10571048.csv,oes 4ac,1404/02/01,-1.67845,1.12838,625.654,647.631,45.7161,18.5773,33.3155,36.3979,-6.66612,-7.45865,107.864,96.5506,275.727,370.142,339.725,-5.32134,-8.40782,3.84578,-1.89688,-3.72016,-6.46304,-3.1457,4.2663,9.20147,-3.90048,-5.23665,10.0092,266.838,-1.29748,-16.0794,-40.042,-58.4277,207.547,-31.5673,1.11871,1.92583,33.5625,0.271262,-2322.2,122.151,122.177,1.89109,1.25623,22.1337,21.994,851.877,126.573,387.248,-3.75174,-3.82998,38.4428,-39.445,68.506,64.3693,1337.95,1312.7,11.4107,4.82438,-0.21373,0.145287,18.8969,20.6367,-5.77664,-3.08842,3.48767,-0.597252,-1.23649,39.4127,37.1508,-32.2658,28.5004,2.92127,32.3772,1.72894,3.76335,6.03188e-05,0.280365,0.0878422,0.0859136,0.251898,-3.51885,-3.38483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,BLNK ZP V500 D25,1404-02-01 OES 1077 1045 1070 1071 1069 1066 1065 1050 1055 1062 10571048.csv,oes 4ac,1404/02/01,-307.865,-116.403,-5454.04,759.895,1639.03,2030.54,3245.05,3835.88,-2231.69,-2438.19,27567.5,22170.4,-14202.4,8586.19,5778.52,-1364.62,-1937.91,-192.723,-451.465,-914.126,-1372.95,-624.444,-3232.33,-1846.7,-1420.71,-1988.5,-69066.1,2809.53,-2379.97,-4902.35,-2447.7,-17960.7,-93.3122,-21228.8,200.567,513.556,8581.4,39.1153,-630937.0,-1759.77,-232.299,-2139.4,-2448.44,5283.31,5545.81,14524800.0,13812500.0,11528900.0,-1848.18,-3200.32,7341.86,-1082.98,40.0189,20082.4,2129.05,1828.49,-493.839,1540.95,454.567,441.357,6063.73,1071.13,-1929.0,-1290.82,1031.83,231.735,-726.828,488.254,-60.1579,-9317.44,-1705.15,-551.584,6506.71,438.462,966.905,0.77941,47.0807,16.8234,36.1946,43.0346,-2364.99,-2307.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
